Tên địa điểm,Mô tả,Tỉnh thành,Thể loại,Link google map,ID Ảnh URL địa điểm
Dinh Vạn Thủy Tú,Di tích lịch sử về nghề đánh cá truyền thống,Bình Thuận,"Làng nghề truyền thống, Di tích lịch sử, Chợ truyền thống",https://maps.app.goo.gl/43aWc4ae7Acz9AdLA,1PoTNFXZvn9X4q6Ii-6NV-_RCCltmNOn9
Bãi biển Cổ Thạch,Bãi biển với những viên đá nhiều màu sắc độc đáo,Bình Thuận,"Công viên, Biển",https://maps.app.goo.gl/CjWoBqMRQwCjchLv5,10uEBdks5t8fRvG2qHuOuINtiXNOpjOe8
Ocean Dunes Golf Club,Sân golf đẹp với view nhìn ra biển,Bình Thuận,"Biển, Điểm chụp ảnh đẹp",https://maps.app.goo.gl/oBBuXmWwY9Bos9237,1emj_xj7YnoHz5yDl2Oxk1oqiE3Ps0S6D
Hải đăng Kê Gà,Ngọn hải đăng cổ nhất Đông Nam Á với kiến trúc Pháp,Bình Thuận,"Khu phố cổ, Công trình kiến trúc",https://maps.app.goo.gl/yfrHnEyQVH8QkJcNA,1L0ZvsZIpmnfZdMVfkTBmwTSsvoZ-Jow7
Bãi biển Hòn Rơm,Bãi biển đẹp với cát vàng mịn và nước biển trong xanh,Bình Thuận,"Biển, Điểm chụp ảnh đẹp",https://maps.app.goo.gl/4uhaqLN5WahN8smx7,12GiICdJY44_kZ3vO07pBrmxNMA3LMYrA
Trung tâm Bùn khoáng Mũi Né,Khu du lịch với dịch vụ tắm bùn khoáng nổi tiếng,Bình Thuận,"Khu phố cổ, Di tích lịch sử",https://maps.app.goo.gl/dipt4GSX8ecMPVMd7,1cPjG11KUgycsJHvqBIjJeBKaLatO73t-
Đồi cát Hòa Thắng,Đồi cát với cảnh quan sa mạc hoang sơ,Bình Thuận,"Địa điểm tham quan miễn phí, Danh lam thắng cảnh, Điểm chụp ảnh đẹp",https://maps.app.goo.gl/Tm5emBmeHvpkdcrdA,1NhrFfpuiJrvS9YXz1DLyHGXNbWD-YoyA
Bảo tàng nước mắm Làng Chài Xưa - Fish Sauce Museum,Làng nghề truyền thống sản xuất nước mắm nổi tiếng,Bình Thuận,"Địa điểm nổi tiếng, Làng nghề truyền thống, Chợ truyền thống",https://maps.app.goo.gl/rstLgwKEjbcMUgCs5,1UbPYJZi0T68toNrFDTVRbj_vqEXnDE0h
Forgotten Land - Sand Sculpture Park,Công viên tượng cát nghệ thuật độc đáo đầu tiên ở Việt Nam,Bình Thuận,"Tượng đài, Công viên, Công trình kiến trúc",https://maps.app.goo.gl/xRjzULt5Acc7q2G59,1YuZulJszzMsXXHgo2_peBbJXI9XPBwpX
Chùa Một Cột,"Chùa Một Cột (hay còn gọi là chùa Diên Hựu) là một trong những biểu tượng văn hóa và kiến trúc độc đáo của Hà Nội. Được xây dựng vào năm 1049 dưới thời vua Lý Thái Tông, ngôi chùa nổi bật với kiến trúc hình bông sen nở trên mặt hồ, tượng trưng cho sự thanh tịnh và lòng thành kính. Với giá trị lịch sử, tôn giáo và nghệ thuật cao, Chùa Một Cột là điểm đến thu hút đông đảo du khách trong và ngoài nước đến tham quan, chiêm bái và chụp ảnh lưu niệm.",Hà Nội,"Danh lam thắng cảnh, Di tích lịch sử, Công trình kiến trúc, Chùa, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/Ch%C3%B9a+M%E1%BB%99t+C%E1%BB%99t/@21.0358515,105.8336203,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba1728475ed:0xdbe7366fe9dfc2ae!8m2!3d21.0358515!4d105.8336203!16s%2Fm%2F03mdcwc?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",14HIxP_H3Y-zhLBl4GhziDP5clWDNF63v
Bảo tàng Dân tộc học Việt Nam,"Bảo tàng Dân tộc học Việt Nam là một trong những bảo tàng hàng đầu tại Hà Nội, được thành lập nhằm giới thiệu và tôn vinh sự đa dạng văn hóa của 54 dân tộc Việt Nam. Bảo tàng có không gian trưng bày hiện đại kết hợp với khu triển lãm ngoài trời mô phỏng nhà ở truyền thống, trang phục, nhạc cụ, và nghi lễ của từng dân tộc. Đây là điểm đến lý tưởng cho những ai yêu thích khám phá văn hóa, phong tục tập quán và đời sống cộng đồng các dân tộc Việt Nam.",Hà Nội,"Công trình kiến trúc, Bảo tàng","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+D%C3%A2n+t%E1%BB%99c+h%E1%BB%8Dc+Vi%E1%BB%87t+Nam/@21.0403422,105.7987354,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab394353b821:0x47c950bb0f081a1c!8m2!3d21.0403422!4d105.7987354!16s%2Fm%2F03c23m3?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1Atf7SM6UFB5kG3Aq0hFcsfvpYUtIMjag
Hồ Tây,"Hồ Tây là hồ nước ngọt lớn nhất tại Hà Nội, nổi tiếng với khung cảnh nên thơ, không gian thoáng đãng và khí hậu trong lành. Đây là địa điểm lý tưởng để thư giãn, tản bộ, đạp xe quanh hồ, hoặc thưởng thức ẩm thực ven hồ. Hồ Tây còn được bao quanh bởi nhiều công trình văn hóa – tâm linh như chùa Trấn Quốc, phủ Tây Hồ, cùng các quán cà phê, nhà hàng, và điểm chụp ảnh đẹp. Vào hoàng hôn, nơi đây trở thành một trong những điểm ngắm cảnh lãng mạn nhất Hà Nội.",Hà Nội,"Danh lam thắng cảnh, Địa điểm nổi tiếng, Hồ, Điểm ngắm cảnh tự nhiên, Điểm chụp ảnh đẹp, Chèo thuyền, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/H%E1%BB%93+T%C3%A2y/@21.058032,105.8238219,14z/data=!3m1!4b1!4m6!3m5!1s0x3135aafe7260066b:0x4c2c988309aaa3db!8m2!3d21.053238!4d105.8260943!16s%2Fm%2F03c_2x5?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1fb3Wc0PFf-Jh0faz6LeNj9JAtnO3A3FN
Chùa Trấn Quốc,"Chùa Trấn Quốc là ngôi chùa cổ nhất ở Hà Nội, nằm trên một bán đảo nhỏ phía Đông Hồ Tây. Với lịch sử hơn 1.500 năm, chùa không chỉ là trung tâm tín ngưỡng quan trọng mà còn là biểu tượng văn hóa – tâm linh nổi bật của thủ đô. Kiến trúc chùa kết hợp hài hòa giữa cảnh quan thiên nhiên và nghệ thuật Phật giáo cổ truyền, tạo nên một khung cảnh thanh tịnh, linh thiêng và hấp dẫn du khách trong và ngoài nước. Đây cũng là điểm lý tưởng để chụp ảnh và cảm nhận sự bình yên giữa lòng Hà Nội.",Hà Nội,"Di tích lịch sử, Địa điểm nổi tiếng, Công trình kiến trúc, Chùa, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí","https://www.google.com/maps/search/Ch%C3%B9a+Tr%E1%BA%A5n+Qu%E1%BB%91c/@21.0479156,105.8372111,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1RSsPzrQROdXksAvN2oo2TLlh_JJuKiAb
Bảo tàng Mỹ thuật Quốc gia,"Bảo tàng Mỹ thuật Việt Nam là một trong những bảo tàng quan trọng bậc nhất trong việc lưu giữ và trưng bày các tác phẩm nghệ thuật đặc sắc của nền mỹ thuật dân tộc. Tọa lạc tại trung tâm Hà Nội, bảo tàng sở hữu bộ sưu tập đồ sộ từ nghệ thuật dân gian, điêu khắc, hội họa truyền thống đến các tác phẩm hiện đại. Không gian được thiết kế trang nhã, nghệ thuật, giúp du khách vừa thưởng thức cái đẹp vừa hiểu hơn về lịch sử và văn hóa nghệ thuật Việt Nam qua các thời kỳ. Đây là địa điểm lý tưởng cho người yêu nghệ thuật và văn hóa.",Hà Nội,"Công trình kiến trúc, Bảo tàng, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+M%E1%BB%B9+thu%E1%BA%ADt+Vi%E1%BB%87t+Nam/@21.0230429,105.8273913,14.5z/data=!4m6!3m5!1s0x3135ab98947bdbf5:0xfd421f83a4c0ac4e!8m2!3d21.0307844!4d105.837084!16s%2Fm%2F04drtc2?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1aaGpBxu4orZ6WJU1Si4jObEYhm8jOK05
Nhà thờ Lớn Hà Nội,"Nhà thờ Lớn Hà Nội (tên chính thức: Nhà thờ chính tòa Thánh Giuse) là một trong những công trình kiến trúc tiêu biểu mang phong cách Gothic châu Âu cổ điển, được xây dựng từ cuối thế kỷ 19. Nằm ở trung tâm thủ đô, nơi giao thoa giữa nhịp sống hiện đại và nét cổ kính, nhà thờ không chỉ là trung tâm tôn giáo quan trọng của cộng đồng Công giáo Hà Nội mà còn là điểm đến yêu thích của du khách trong và ngoài nước. Với mặt tiền độc đáo, cửa sổ hoa hồng, mái vòm cao vút cùng không gian yên bình, đây là địa điểm lý tưởng để tham quan, chụp ảnh, tìm hiểu văn hóa và tôn giáo Việt Nam.",Hà Nội,"Công trình kiến trúc, Nhà thờ, Địa điểm tham quan miễn phí","https://www.google.com/maps/search/Nh%C3%A0+th%E1%BB%9D+L%E1%BB%9Bn+H%C3%A0+N%E1%BB%99i/@21.0287239,105.8490356,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1vHylTHstU_FU0bKHwLeDW4C1rau6KN9y
Phố đường sắt,"Phố đường sắt Hà Nội là một trong những địa điểm check-in độc đáo và nổi bật nhất tại thủ đô. Con phố nhỏ nằm dọc theo tuyến đường sắt chạy xuyên qua khu dân cư chật hẹp, nơi tàu hỏa đi sát ngay trước cửa nhà dân. Dù có phần mạo hiểm, nơi đây lại thu hút đông đảo du khách bởi khung cảnh rất ""điện ảnh"" với những quán cà phê nhỏ ven đường ray, góc sống ảo cổ điển, và trải nghiệm ngắm tàu chạy qua ở khoảng cách gần đến nghẹt thở. Không chỉ là nơi dừng chân thư giãn, Phố đường sắt còn là biểu tượng cho sự hòa quyện giữa hiện đại và truyền thống, giữa giao thông và đời sống thường nhật của người Hà Nội.",Hà Nội,"Địa điểm nổi tiếng, Khu phố cổ, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí","https://www.google.com/maps/search/Ph%E1%BB%91+%C4%91%C6%B0%E1%BB%9Dng+s%E1%BA%AFt/@21.0306993,105.8439077,18z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1KNZnd1yalBWzuAAOnpepYsFdWUQV9sAG
Hoàng thành Thăng Long,"Hoàng thành Thăng Long là một quần thể di tích lịch sử đặc biệt quan trọng, được UNESCO công nhận là Di sản Văn hóa Thế giới. Nằm tại trung tâm thủ đô Hà Nội, nơi đây từng là trung tâm quyền lực suốt hơn một nghìn năm của các triều đại phong kiến Việt Nam. Với các công trình kiến trúc cổ kính như Đoan Môn, Điện Kính Thiên, Cột cờ Hà Nội cùng nhiều hiện vật khảo cổ quý giá được phát hiện trong lòng đất, Hoàng thành là điểm đến không thể bỏ qua với những ai yêu lịch sử và văn hóa dân tộc. Không chỉ mang giá trị lịch sử, không gian tại đây còn rất lý tưởng cho việc tham quan, chụp ảnh và tìm hiểu kiến trúc cổ.",Hà Nội,"Di tích lịch sử, Địa điểm nổi tiếng, Công trình kiến trúc, Danh lam thắng cảnh, Địa điểm tham quan miễn phí","https://www.google.com/maps/search/Ho%C3%A0ng+th%C3%A0nh+Th%C4%83ng+Long/@21.0359233,105.8397747,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1gCKkqG43Lyi_GFR0GoLGOcJKZlFDAaDl
Bảo tàng Lịch sử Quân sự Việt Nam,"Bảo tàng Lịch sử Quân sự Việt Nam nằm trên phố Điện Biên Phủ, quận Ba Đình, Hà Nội, là nơi lưu giữ và trưng bày hàng nghìn hiện vật quý giá gắn liền với các cuộc kháng chiến bảo vệ tổ quốc. Bảo tàng nổi bật với các không gian trưng bày trong nhà và ngoài trời, bao gồm nhiều phương tiện chiến đấu như máy bay, xe tăng, pháo, cùng các tư liệu lịch sử, hình ảnh, vũ khí gắn liền với chiến thắng Điện Biên Phủ, kháng chiến chống Mỹ và chống Pháp. Đặc biệt, di tích Cột cờ Hà Nội nằm trong khuôn viên bảo tàng là điểm thu hút đông đảo du khách trong và ngoài nước. Đây là địa chỉ lý tưởng để tìm hiểu về lòng yêu nước, tinh thần chiến đấu quật cường của quân và dân Việt Nam qua các thời kỳ lịch sử.",Hà Nội,"Bảo tàng, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+L%E1%BB%8Bch+s%E1%BB%AD+Qu%C3%A2n+s%E1%BB%B1+Vi%E1%BB%87t+Nam/@21.0102762,105.7541035,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba2b73d5d13:0xa6a0ef366328a0b1!8m2!3d21.0102762!4d105.7541035!16s%2Fm%2F05f8zck?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1kpvxOWBJ6S5DEwDuVoGZ2EdSJcclzKlr
Quảng trường Ba Đình,"Quảng trường Ba Đình là quảng trường lớn và trang nghiêm bậc nhất Việt Nam, nằm trước Lăng Chủ tịch Hồ Chí Minh ở trung tâm thủ đô Hà Nội. Đây chính là nơi Chủ tịch Hồ Chí Minh đã đọc Tuyên ngôn Độc lập vào ngày 2/9/1945, khai sinh ra nước Việt Nam Dân chủ Cộng hòa. Quảng trường được thiết kế rộng rãi, thoáng đãng, với 168 ô cỏ xanh mướt và không gian yên tĩnh, thích hợp cho các sự kiện lớn của quốc gia cũng như các dịp tưởng niệm. Bao quanh quảng trường là các công trình quan trọng như Lăng Bác, Phủ Chủ tịch, Bảo tàng Hồ Chí Minh, và tòa nhà Quốc hội. Đây là điểm đến không thể bỏ qua đối với bất kỳ ai muốn tìm hiểu về lịch sử và lòng tự hào dân tộc Việt Nam.",Hà Nội,"Đài tưởng niệm, Địa điểm tham quan miễn phí","https://www.google.com/maps/search/Qu%E1%BA%A3ng+tr%C6%B0%E1%BB%9Dng+Ba+%C4%90%C3%ACnh/@21.0367992,105.8356167,17.5z?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1hkLsXtMQ_Lz_wXiTBPF0wrGqLYDlTFtI
Cầu Long Biên,"Cầu Long Biên là một trong những cây cầu cổ kính và nổi tiếng nhất của thủ đô Hà Nội, được xây dựng từ năm 1898 dưới thời Pháp thuộc, do hãng Eiffel thiết kế. Với kiến trúc thép dạng dầm nổi bật, cây cầu từng được mệnh danh là “cây cầu thép đầu tiên bắc qua sông Hồng”, và từng đóng vai trò huyết mạch trong vận chuyển hàng hóa, quân sự suốt nhiều giai đoạn lịch sử, đặc biệt là trong kháng chiến chống Mỹ. Ngày nay, cầu Long Biên không chỉ là một công trình giao thông mà còn là biểu tượng văn hóa – nơi người dân và du khách tìm đến để cảm nhận vẻ đẹp hoài cổ của Hà Nội, chụp ảnh, đi bộ, đạp xe hoặc ngắm bình minh và hoàng hôn tuyệt đẹp trên sông Hồng. Dù trải qua bao thăng trầm, cây cầu vẫn sừng sững như một chứng nhân lịch sử, chất chứa bao ký ức và tình cảm của người Hà Nội.",Hà Nội,"Công trình kiến trúc, Cầu","https://www.google.com/maps/place/C%E1%BA%A7u+Long+Bi%C3%AAn/@21.0439375,105.8600625,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abd94594e25d:0x91a4728ed29b1b76!8m2!3d21.0439375!4d105.8600625!16s%2Fm%2F03c_32q?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1XuJTnlprsdNJDxa6Ig1xhJ0_dfVvv7ZR
Phố ẩm thực Hà Nội,"Phố ẩm thực Hà Nội là điểm đến không thể bỏ lỡ với bất kỳ ai yêu thích khám phá văn hóa ẩm thực Việt. Nơi đây hội tụ tinh hoa của nền ẩm thực thủ đô qua hàng trăm món ngon đặc trưng như phở, bún chả, bánh cuốn, nem rán, chè truyền thống... Mỗi con phố – như phố Tống Duy Tân, phố Hàng Buồm, hay phố Chân Cầm – đều mang một màu sắc riêng, nhộn nhịp, hấp dẫn từ sáng sớm đến tối muộn.",Hà Nội,"Phố ẩm thực, Ẩm thực","https://www.google.com/maps/search/Ph%E1%BB%91+%E1%BA%A9m+th%E1%BB%B1c+H%C3%A0+N%E1%BB%99i/@21.0439375,105.8600625,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1mQLak_WUR2YD1mvHsVhy5rBqDh1mL1Uz
Vườn Bách Thảo,"Vườn Bách Thảo Hà Nội là một trong những công viên lâu đời và xanh mát nhất Thủ đô, nằm gần Lăng Chủ tịch Hồ Chí Minh. Đây là nơi bảo tồn nhiều loài cây quý hiếm, cả trong nước và nhập từ nước ngoài, tạo nên một không gian yên bình, trong lành giữa lòng thành phố. Với những lối đi rợp bóng cây, hồ nước nhỏ và tiếng chim hót ríu rít, Vườn Bách Thảo là điểm đến lý tưởng cho người dân thư giãn, đi bộ, đạp xe, hoặc picnic cuối tuần. Không chỉ có giá trị sinh học, nơi đây còn là mảng xanh quý giá góp phần điều hòa khí hậu và mang đến cảm giác gần gũi với thiên nhiên giữa phố thị đông đúc.",Hà Nội,"Thiên nhiên, Công viên, Hồ, Picnic","https://www.google.com/maps/place/1+%C4%90.+Ho%C3%A0ng+Hoa+Th%C3%A1m,+Ng%E1%BB%8Dc+H%E1%BB%93,+Ba+%C4%90%C3%ACnh,+H%C3%A0+N%E1%BB%99i,+Vi%E1%BB%87t+Nam/@21.0399078,105.8293079,18.94z/data=!4m15!1m8!3m7!1s0x3135aba5d92a8d39:0x39f253209d33ae59!2zMSDEkC4gSG_DoG5nIEhvYSBUaMOhbSwgTmfhu41jIEjhu5MsIEJhIMSQw6xuaCwgSMOgIE7hu5lpLCBWaeG7h3QgTmFt!3b1!8m2!3d21.0397959!4d105.8296833!16s%2Fg%2F11csj0ptnd!3m5!1s0x3135aba5d92a8d39:0x39f253209d33ae59!8m2!3d21.0397959!4d105.8296833!16s%2Fg%2F11csj0ptnd?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1Am5iWQgEE4ebo40ubzmvsuvavoWIfPvK
Khu di tích Hoàng thành Thăng Long,"Khu di tích Hoàng thành Thăng Long là một quần thể di tích lịch sử quan trọng bậc nhất tại Hà Nội, được UNESCO công nhận là Di sản Văn hóa Thế giới. Nơi đây từng là trung tâm chính trị, quân sự và văn hóa của các triều đại phong kiến Việt Nam suốt hơn một thiên niên kỷ. Với kiến trúc cổ kính, các tầng lớp khảo cổ độc đáo và không gian rộng lớn, Hoàng thành Thăng Long không chỉ mang giá trị lịch sử sâu sắc mà còn là điểm đến hấp dẫn cho du khách trong và ngoài nước muốn tìm hiểu về quá khứ hào hùng của dân tộc.",Hà Nội,"Di tích lịch sử, Địa điểm nổi tiếng, Công trình kiến trúc","https://www.google.com/maps/search/Khu+di+t%C3%ADch+Ho%C3%A0ng+th%C3%A0nh+Th%C4%83ng+Long/@21.0359233,105.8397747,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1tIVxQzoOrEQWQdwmyRAIKH0squWn7Sps
Làng gốm Bát Tràng,"Làng gốm Bát Tràng nằm ven sông Hồng, nổi tiếng với nghề làm gốm truyền thống có lịch sử hàng trăm năm. Du khách đến đây không chỉ được chiêm ngưỡng và mua các sản phẩm thủ công tinh xảo mà còn có thể tự tay trải nghiệm làm gốm.",Hà Nội,"Làng nghề truyền thống, Địa điểm nổi tiếng, Mua sắm","https://www.google.com/maps/place/L%C3%A0ng+g%E1%BB%91m+B%C3%A1t+Tr%C3%A0ng/@20.9769304,105.879036,14z/data=!4m10!1m2!2m1!1zTMOgbmcgZ-G7kW0gQsOhdCBUcsOgbmc!3m6!1s0x3135afa57ac82a29:0xbb2f62a917c8830!8m2!3d20.977379!4d105.913623!15sChdMw6BuZyBn4buRbSBCw6F0IFRyw6BuZ1oZIhdsw6BuZyBn4buRbSBiw6F0IHRyw6BuZ5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11llhpxskj?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1Ozni_R01JjC35ofHwQv13-enVstPijqo
Chợ Đồng Xuân,"Chợ Đồng Xuân là khu chợ lớn và lâu đời nhất Hà Nội, nổi tiếng với các mặt hàng truyền thống, vải vóc, quà lưu niệm và ẩm thực đường phố. Đây là nơi lý tưởng để du khách trải nghiệm nét sinh hoạt đặc trưng của người Hà Nội.",Hà Nội,"Chợ truyền thống, Mua sắm","https://www.google.com/maps/place/Ch%E1%BB%A3+%C4%90%E1%BB%93ng+Xu%C3%A2n,+%C4%90%E1%BB%93ng+Xu%C3%A2n,+Ho%C3%A0n+Ki%E1%BA%BFm,+H%C3%A0+N%E1%BB%99i+100000,+Vi%E1%BB%87t+Nam/@21.0381434,105.8474638,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abb8e6c24487:0xd9def483e7f217e6!8m2!3d21.0381434!4d105.8500387!16s%2Fm%2F09v1r31?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1h6xc6dGrX44ExH-7BZcu1afVdfiAn_Qg
Nhà hát Lớn Hà Nội,"Nhà hát Lớn Hà Nội là một công trình kiến trúc mang phong cách Pháp cổ điển, được xây dựng từ đầu thế kỷ 20. Đây là nơi tổ chức các buổi biểu diễn nghệ thuật lớn, từ hòa nhạc cổ điển đến vở kịch truyền thống, và cũng là điểm check-in nổi bật tại trung tâm thủ đô.",Hà Nội,"Công trình kiến trúc, Địa điểm nổi tiếng, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/Nh%C3%A0+h%C3%A1t+L%E1%BB%9Bn+H%C3%A0+N%E1%BB%99i/@21.0242438,105.8550505,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abebf87e0011:0x647af200da508d2b!8m2!3d21.0242438!4d105.8576254!16s%2Fm%2F02pxggv?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1G74Zc5nKaKgcSFbL8n6cNfODYZu5wbeF
Nhà tù Hỏa Lò,"Nhà tù Hỏa Lò là một di tích lịch sử quan trọng của Hà Nội, từng là nơi giam giữ những chiến sĩ cách mạng trong thời kỳ Pháp thuộc. Ngày nay, nơi đây được bảo tồn như một bảo tàng sống động, phản ánh lịch sử đấu tranh của dân tộc.",Hà Nội,"Di tích lịch sử, Bảo tàng, Địa điểm nổi tiếng","https://www.google.com/maps/place/Di+t%C3%ADch+Nh%C3%A0+t%C3%B9+H%E1%BB%8Fa+L%C3%B2/@21.0253297,105.8439032,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab96aa51de95:0x9701e10bee31af54!8m2!3d21.0253297!4d105.8464781!16zL20vMG45d3A?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1cvwbhZ2dfeAuXwMNWjAqi8461ifHA8G0
Cột cờ Hà Nội,"Cột cờ Hà Nội là một trong những biểu tượng lịch sử của Thủ đô, được xây dựng từ thời nhà Nguyễn và vẫn đứng vững cho đến ngày nay. Tọa lạc trong khuôn viên Bảo tàng Lịch sử Quân sự Việt Nam, cột cờ là điểm đến hấp dẫn cho du khách yêu lịch sử.",Hà Nội,"Di tích lịch sử, Công trình kiến trúc","https://www.google.com/maps/place/C%E1%BB%99t+c%E1%BB%9D+H%C3%A0+N%E1%BB%99i/@21.0325556,105.837229,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba2ba5b95c5:0xb86cf11749978de0!8m2!3d21.0325556!4d105.8398039!16zL20vMGY0cXQ4?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1v_EWXXDv7STwsPuze8isiIHSI8V23a41
Bãi đá Sông Hồng,"Bãi đá Sông Hồng là địa điểm chụp ảnh ngoài trời nổi tiếng, thu hút giới trẻ và các cặp đôi với khung cảnh thiên nhiên thơ mộng, đặc biệt là vào mùa hoa nở. Nơi đây còn phù hợp để picnic và dã ngoại cuối tuần.",Hà Nội,"Thiên nhiên, Điểm ngắm cảnh tự nhiên, Điểm chụp ảnh đẹp, Picnic","https://www.google.com/maps/place/B%C3%A3i+%C4%90%C3%A1+S%C3%B4ng+H%C3%B4%CC%80ng/@21.078522,105.8326919,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aa6755e18ac1:0xc76a4044f61ea958!8m2!3d21.078522!4d105.8352668!16s%2Fg%2F11c2lqx4zp?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1x9h9zuLAC-oAWl52GWJ80pVDHu3ncdtH
Vườn quốc gia Ba Vì,"Cách trung tâm Hà Nội khoảng 60km, Vườn quốc gia Ba Vì sở hữu hệ sinh thái phong phú và không khí trong lành, rất lý tưởng cho các hoạt động như cắm trại, đi bộ đường dài hay khám phá rừng núi. Đây là điểm đến yêu thích của những ai yêu thiên nhiên và muốn ""đổi gió"" cuối tuần.",Hà Nội,"Vườn quốc gia, Núi, Thiên nhiên, Đi bộ đường dài, Cắm trại","https://www.google.com/maps/search/V%C6%B0%E1%BB%9Dn+qu%E1%BB%91c+gia+Ba+V%C3%AC/@21.0886334,105.3412564,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1tFgJ78VX3b0o9iTeWxuVpx264jwfxFC-
Bãi biển Đồ Sơn,"Bãi biển Đồ Sơn nổi tiếng với bãi cát mịn, nước biển trong xanh và không khí trong lành. Khu vực này được chia thành ba khu vực chính, thu hút du khách đến tắm biển, thưởng thức hải sản và tham gia các hoạt động vui chơi giải trí.​",Hải Phòng,"Biển, Địa điểm nổi tiếng","https://www.google.com/maps/place/B%C3%A3i+bi%E1%BB%83n+%C4%90%E1%BB%93+S%C6%A1n/@20.6872755,106.7748797,14z/data=!3m1!4b1!4m6!3m5!1s0x314a6c608b8feabd:0x5bf0cbf27e7679c2!8m2!3d20.6872771!4d106.7954793!16s%2Fg%2F11bzx1207y?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1hI_UpBg1QrFkFdEZmuMhH0DReoZbiE4Z
